doi,modality,split,label
10.1038/s41388-022-02223-y,fusion,internal,control
10.1016/j.neo.2018.06.004,fusion,internal,control
10.1038/s41598-019-40629-z,fusion,internal,control
10.1038/s41388-020-01450-5,fusion,internal,control
10.1038/onc.2013.553,fusion,internal,control
10.3389/fimmu.2024.1444007,fusion,internal,control
10.1186/1471-2407-13-599,fusion,internal,control
10.1038/onc.2011.259,fusion,internal,control
10.1186/s12904-016-0075-x,fusion,internal,control
10.3390/ijms21072360,fusion,internal,control
10.1038/s41591-023-02791-w,fusion,internal,control
10.1038/nm.3029,fusion,internal,control
10.1186/s13550-016-0173-z,fusion,internal,control
10.1080/02813432.2016.1183692,fusion,internal,control
10.1007/s11357-023-00783-9,fusion,internal,control
10.1038/sj.bjc.6602213,fusion,internal,control
10.1186/s12889-017-4819-1,fusion,internal,control
10.3389/fonc.2023.1079040,fusion,internal,control
10.15252/embj.2019103209,fusion,internal,control
10.1017/s1478951521000110,fusion,internal,control
10.1038/onc.2017.171,fusion,internal,control
10.3892/ijo.2014.2734,fusion,internal,control
10.1038/s41388-021-01782-w,fusion,internal,control
10.1186/s13058-018-1049-0,fusion,internal,control
10.1016/j.ccell.2021.02.015,fusion,internal,control
10.1186/bcr3337,fusion,internal,control
10.15252/embj.201693929,fusion,internal,control
10.1038/s41388-021-01774-w,fusion,internal,control
10.1038/s41388-021-01896-1,fusion,internal,control
10.1186/s13058-024-01812-x,fusion,internal,control
10.1007/s00455-017-9814-2,fusion,internal,control
10.1038/ncomms11371,fusion,internal,control
10.1038/s41388-018-0282-4,fusion,internal,control
10.1038/onc.2009.337,fusion,internal,control
10.1016/j.cell.2021.11.017,fusion,internal,control
10.1186/s12885-016-2296-z,fusion,internal,control
10.1186/s12916-015-0485-2,fusion,internal,control
10.1038/s41598-021-88177-9,fusion,internal,control
10.1186/1476-4598-13-218,fusion,internal,control
10.1038/s41388-017-0075-1,fusion,internal,control
10.1016/j.ccell.2019.08.003,fusion,internal,control
10.1186/s12885-016-2466-z,fusion,internal,control
10.1016/j.ccell.2016.02.003,fusion,internal,control
10.3892/etm.2016.3994,fusion,internal,control
10.1016/j.cell.2018.11.046,fusion,internal,control
10.1038/onc.2013.57,fusion,internal,control
10.1002/msb.145122,fusion,internal,control
10.3390/cancers13236103,fusion,internal,control
10.1038/onc.2016.522,fusion,internal,control
10.1097/md.0000000000001736,fusion,internal,control
10.1038/s41388-021-01711-x,fusion,internal,control
10.1038/s41388-021-01914-2,fusion,internal,control
10.1038/onc.2016.227,fusion,internal,control
10.1038/onc.2014.3,fusion,internal,control
10.3892/ijmm.2019.4429,fusion,internal,paper_mill
10.1155/2022/6116658,fusion,internal,paper_mill
10.2147/ott.s254662,fusion,internal,paper_mill
10.1177/0300060520904835,fusion,internal,paper_mill
10.2147/cmar.s250284,fusion,internal,paper_mill
10.1155/2021/5558369,fusion,internal,paper_mill
10.1155/2021/2680526,fusion,internal,paper_mill
10.1155/2022/3127058,fusion,internal,paper_mill
10.1111/jcmm.13760,fusion,internal,paper_mill
10.3892/etm.2017.5664,fusion,internal,paper_mill
10.1186/s13046-018-0875-3,fusion,internal,paper_mill
10.1186/1471-2091-13-25,fusion,internal,paper_mill
10.1155/2021/8985721,fusion,internal,paper_mill
10.3892/ol.2015.3587,fusion,internal,paper_mill
10.1177/0300060519883731,fusion,internal,paper_mill
10.1155/2022/8338137,fusion,internal,paper_mill
10.3892/ijo.2014.2577,fusion,internal,paper_mill
10.2147/ott.s208329,fusion,internal,paper_mill
10.1155/2021/7545091,fusion,internal,paper_mill
10.1155/2021/6648611,fusion,internal,paper_mill
10.1155/2021/4630934,fusion,internal,paper_mill
10.1155/2022/4376960,fusion,internal,paper_mill
10.1155/2022/1706585,fusion,internal,paper_mill
10.1155/2021/8635381,fusion,internal,paper_mill
10.1039/c7ra12520h,fusion,internal,paper_mill
10.1155/2022/3719857,fusion,internal,paper_mill
10.1155/2022/4959840,fusion,internal,paper_mill
10.31083/j.fbe1401002,fusion,internal,paper_mill
10.3892/mmr.2016.5127,fusion,internal,paper_mill
10.1155/2023/5746940,fusion,internal,paper_mill
10.1002/2211-5463.12933,fusion,internal,paper_mill
10.3727/096504016x14791726591124,fusion,internal,paper_mill
10.3892/mmr.2020.11634,fusion,internal,paper_mill
10.3892/or.2017.6157,fusion,internal,paper_mill
10.1155/2022/5949086,fusion,internal,paper_mill
10.3892/or.2019.7016,fusion,internal,paper_mill
10.3389/fmolb.2020.603701,fusion,internal,paper_mill
10.3892/mmr.2017.7828,fusion,internal,paper_mill
10.2147/ott.s237802,fusion,internal,paper_mill
10.2147/ott.s202309,fusion,internal,paper_mill
10.2147/ott.s278582,fusion,internal,paper_mill
10.3892/or.2017.5505,fusion,internal,paper_mill
10.2147/cmar.s242472,fusion,internal,paper_mill
10.1042/bsr20170837,fusion,internal,paper_mill
10.1155/2022/6918396,fusion,internal,paper_mill
10.1002/1878-0261.12603,fusion,internal,paper_mill
10.1155/2022/2929605,fusion,internal,paper_mill
10.3892/ol.2019.10985,fusion,internal,paper_mill
10.1042/bsr20200392,fusion,internal,paper_mill
10.1155/2023/2334675,fusion,internal,paper_mill
10.1155/2022/1941077,fusion,internal,paper_mill
10.1155/2021/9664195,fusion,internal,paper_mill
10.1155/2021/5972962,fusion,internal,paper_mill
10.1155/2020/2727060,fusion,internal,paper_mill
10.2147/ott.s233149,fusion,internal,paper_mill
10.1002/2211-5463.12676,fusion,internal,paper_mill
10.3892/mmr.2019.9826,fusion,internal,paper_mill
10.3892/or.2015.3832,fusion,internal,paper_mill
10.1371/journal.pone.0109138,fusion,internal,paper_mill
10.3892/mmr.2017.6995,fusion,internal,paper_mill
10.3892/ol.2016.4364,fusion,internal,paper_mill
10.1177/1533033819852990,fusion,internal,paper_mill
10.3892/or.2017.5979,fusion,internal,paper_mill
10.1155/2022/9694425,fusion,internal,paper_mill
10.2147/ott.s279798,fusion,internal,paper_mill
10.1155/2020/9567846,fusion,internal,paper_mill
10.1155/2020/8812923,fusion,internal,paper_mill
10.3892/or.2015.4251,fusion,internal,paper_mill
10.3892/ijo.2016.3708,fusion,internal,paper_mill
10.1155/2022/2702328,fusion,internal,paper_mill
10.3892/etm.2017.4477,fusion,internal,paper_mill
10.1155/2021/4171019,fusion,internal,paper_mill
10.1155/2021/6627562,fusion,internal,paper_mill
10.1098/rsob.190173,fusion,internal,paper_mill
10.1155/2021/6968194,fusion,internal,paper_mill
10.3892/mmr.2017.7282,fusion,internal,paper_mill
10.3892/etm.2019.7990,fusion,internal,paper_mill
10.1155/2022/1972516,fusion,internal,paper_mill
10.1016/j.omtn.2019.10.026,fusion,internal,paper_mill
10.3892/mmr.2017.6841,fusion,internal,paper_mill
10.3892/mmr.2017.7552,fusion,internal,paper_mill
10.3892/mmr.2017.7195,fusion,internal,paper_mill
10.1371/journal.pone.0115300,fusion,internal,paper_mill
10.1155/2023/3783631,fusion,internal,paper_mill
10.3892/ijo.2016.3628,fusion,internal,paper_mill
10.1155/2022/3655225,fusion,internal,paper_mill
10.1155/2022/3188992,fusion,internal,paper_mill
10.1155/2022/4486104,fusion,internal,paper_mill
10.1155/2022/5707504,fusion,internal,paper_mill
10.1155/2022/1280756,fusion,internal,paper_mill
10.3892/etm.2017.4733,fusion,internal,paper_mill
10.1155/2022/1721526,fusion,internal,paper_mill
10.3892/or.2015.4333,fusion,internal,paper_mill
10.3892/mmr.2015.4011,fusion,internal,paper_mill
10.1155/2021/4763944,fusion,internal,paper_mill
10.1155/2022/4416439,fusion,internal,paper_mill
10.1155/2021/6656080,fusion,internal,paper_mill
10.1155/2022/9602725,fusion,internal,paper_mill
10.3892/or.2021.8093,fusion,internal,paper_mill
10.1155/2019/7192798,fusion,internal,paper_mill
10.1155/2021/5212721,fusion,internal,paper_mill
10.12659/msm.910702,fusion,internal,paper_mill
10.1155/2022/9398823,fusion,internal,paper_mill
10.1177/1533033819876913,fusion,internal,paper_mill
10.2147/ott.s179866,fusion,internal,paper_mill
10.1111/cas.13575,fusion,internal,paper_mill
10.2147/ott.s224521,fusion,internal,paper_mill
10.1155/2021/6651236,fusion,internal,paper_mill
10.1155/2021/8814843,fusion,internal,paper_mill
10.1155/2022/3281039,fusion,internal,paper_mill
10.3892/etm.2016.3584,fusion,internal,paper_mill
10.1155/2022/7037497,fusion,internal,paper_mill
10.3892/or.2018.6302,fusion,internal,paper_mill
10.3892/ol.2018.9335,fusion,internal,paper_mill
10.3892/ol.2017.6745,fusion,internal,paper_mill
10.1155/2022/2807354,fusion,internal,paper_mill
10.1155/2022/6865472,fusion,internal,paper_mill
10.1155/2022/7052066,fusion,internal,paper_mill
10.1002/2211-5463.12215,fusion,internal,paper_mill
10.3892/etm.2017.4648,fusion,internal,paper_mill
10.1080/21655979.2021.1938497,fusion,internal,paper_mill
10.3892/mmr.2017.7664,fusion,internal,paper_mill
10.1155/2022/1091042,fusion,internal,paper_mill
10.1155/2022/8749999,fusion,internal,paper_mill
10.3892/or.2017.6114,fusion,internal,paper_mill
10.2147/ott.s240022,fusion,internal,paper_mill
10.3727/096504018x15195193936573,fusion,internal,paper_mill
10.1186/s13046-018-0846-8,fusion,internal,paper_mill
10.1016/j.fob.2015.10.009,fusion,internal,paper_mill
10.3892/or.2018.6424,fusion,internal,paper_mill
10.2147/cmar.s269774,fusion,internal,paper_mill
10.1155/2022/6392206,fusion,internal,paper_mill
10.1155/2022/7247549,fusion,internal,paper_mill
10.3892/mmr.2016.5572,fusion,internal,paper_mill
10.1155/2022/9022700,fusion,internal,paper_mill
10.1155/2022/4041550,fusion,internal,paper_mill
10.1039/c8ra02291g,fusion,internal,paper_mill
10.1155/2022/4558782,fusion,internal,paper_mill
10.1155/2022/2593844,fusion,internal,paper_mill
10.1155/2022/6365485,fusion,internal,paper_mill
10.3892/or.2020.7670,fusion,internal,paper_mill
10.3892/or.2017.5916,fusion,internal,paper_mill
10.3892/mmr.2014.2021,fusion,internal,paper_mill
10.1155/2022/9578307,fusion,internal,paper_mill
10.1155/2022/8311535,fusion,internal,paper_mill
10.3892/etm.2014.2149,fusion,internal,paper_mill
10.3892/ijmm.2014.1650,fusion,internal,paper_mill
10.1042/bsr20191571,fusion,internal,paper_mill
10.3892/mmr.2016.5477,fusion,internal,paper_mill
10.3892/ijmm.2020.4760,fusion,internal,paper_mill
10.1155/2022/4597087,fusion,internal,paper_mill
10.1155/2022/1776082,fusion,internal,paper_mill
10.1155/2021/8072126,fusion,internal,paper_mill
10.1186/s13046-016-0379-y,fusion,internal,paper_mill
10.1155/2022/1755460,fusion,internal,paper_mill
10.3892/mmr.2021.12362,fusion,internal,paper_mill
10.1155/2022/7155525,fusion,internal,paper_mill
10.1155/2023/2986379,fusion,internal,paper_mill
10.1042/bsr20160165,fusion,internal,paper_mill
10.1155/2022/4421418,fusion,internal,paper_mill
10.1155/2022/6835625,fusion,internal,paper_mill
10.1155/2022/6099872,fusion,internal,paper_mill
10.1155/2021/5771101,fusion,internal,paper_mill
10.3892/etm.2017.4435,fusion,internal,paper_mill
10.1155/2022/9266178,fusion,internal,paper_mill
10.1155/2022/4477099,fusion,internal,paper_mill
10.3892/mmr.2017.7103,fusion,internal,paper_mill
10.1155/2022/1954099,fusion,internal,paper_mill
10.1186/s12935-020-01365-x,fusion,internal,paper_mill
10.3892/ijmm.2020.4547,fusion,internal,paper_mill
10.1155/2022/8576768,fusion,internal,paper_mill
10.2147/ott.s168654,fusion,internal,paper_mill
10.3892/or.2015.4437,fusion,internal,paper_mill
10.3892/ol.2017.7201,fusion,internal,paper_mill
10.3892/ol.2020.12186,fusion,internal,paper_mill
10.1155/2022/4622877,fusion,internal,paper_mill
10.1155/2022/8281558,fusion,internal,paper_mill
10.1155/2022/1635446,fusion,internal,paper_mill
10.1155/2022/1864116,fusion,internal,paper_mill
10.1155/2021/7779693,fusion,internal,paper_mill
10.1155/2021/2057782,fusion,internal,paper_mill
10.1155/2022/5800575,fusion,internal,paper_mill
10.1155/2021/6091585,fusion,internal,paper_mill
10.1038/s41389-018-0078-y,fusion,internal,paper_mill
10.1155/2022/4968754,fusion,internal,paper_mill
10.1155/2021/3088723,fusion,internal,paper_mill
10.2147/ott.s190303,fusion,internal,paper_mill
10.2147/ott.s225661,fusion,internal,paper_mill
10.1042/bsr20170186,fusion,internal,paper_mill
10.1042/bsr20171615,fusion,internal,paper_mill
10.2147/cmar.s243869,fusion,internal,paper_mill
10.3892/mmr.2018.8887,fusion,internal,paper_mill
10.1155/2022/9539503,fusion,internal,paper_mill
10.1155/2022/4010947,fusion,internal,paper_mill
10.1155/2021/6618519,fusion,internal,paper_mill
10.3892/ijmm.2018.3531,fusion,internal,paper_mill
10.1155/2021/6299472,fusion,internal,paper_mill
10.1016/j.omtn.2019.06.003,fusion,internal,paper_mill
10.1155/2021/9972057,fusion,internal,paper_mill
10.1155/2021/5070099,fusion,internal,paper_mill
10.1042/bsr20160542,fusion,internal,paper_mill
10.3892/mmr.2021.12099,fusion,internal,paper_mill
10.3892/mmr.2015.3826,fusion,internal,paper_mill
10.3892/mmr.2016.5571,fusion,internal,paper_mill
10.3389/fonc.2020.620550,fusion,internal,paper_mill
10.3892/mmr.2017.7433,fusion,internal,paper_mill
10.1155/2022/3924400,fusion,internal,paper_mill
10.1155/2022/6198448,fusion,internal,paper_mill
10.2147/ott.s249392,fusion,internal,paper_mill
10.1155/2022/7168929,fusion,internal,paper_mill
10.1177/0394632017703274,fusion,internal,paper_mill
10.1155/2021/9959634,fusion,internal,paper_mill
10.1155/2021/1732176,fusion,internal,paper_mill
10.3389/fimmu.2021.699746,fusion,internal,paper_mill
10.1155/2021/6662114,fusion,internal,paper_mill
10.2147/cmar.s199818,fusion,internal,paper_mill
10.1155/2022/6229462,fusion,internal,paper_mill
10.1155/2022/1418232,fusion,internal,paper_mill
10.3892/or.2015.3895,fusion,internal,paper_mill
10.1155/2020/8824519,fusion,internal,paper_mill
10.1155/2022/7584481,fusion,internal,paper_mill
10.3892/ijo.2019.4922,fusion,internal,paper_mill
10.1155/2022/9554223,fusion,internal,paper_mill
10.3892/etm.2014.1708,fusion,internal,paper_mill
10.2147/cmar.s194073,fusion,internal,paper_mill
10.1155/2022/2629509,fusion,internal,paper_mill
10.1155/2021/3957738,fusion,internal,paper_mill
10.1155/2022/2880087,fusion,internal,paper_mill
10.3892/ol.2016.4688,fusion,internal,paper_mill
10.1002/2211-5463.12693,fusion,internal,paper_mill
10.1155/2022/8926221,fusion,internal,paper_mill
10.2147/cmar.s210845,fusion,internal,paper_mill
10.1155/2022/3440586,fusion,internal,paper_mill
10.1155/2021/5185075,fusion,internal,paper_mill
10.1155/2022/9380796,fusion,internal,paper_mill
10.3892/or.2018.6804,fusion,internal,paper_mill
10.1155/2021/3927828,fusion,internal,paper_mill
10.1155/2022/6451770,fusion,internal,paper_mill
10.1155/2023/9196583,fusion,internal,paper_mill
10.1155/2021/6659701,fusion,internal,paper_mill
10.1155/2022/3107965,fusion,internal,paper_mill
10.1155/2022/1940846,fusion,internal,paper_mill
10.1155/2022/6879566,fusion,internal,paper_mill
10.1155/2021/1619809,fusion,internal,paper_mill
10.1155/2022/3471447,fusion,internal,paper_mill
10.3892/ol.2017.6558,fusion,internal,paper_mill
10.1155/2022/2813521,fusion,internal,paper_mill
10.18632/aging.102628,fusion,internal,paper_mill
10.1155/2022/9708829,fusion,internal,paper_mill
10.3892/ijmm.2020.4637,fusion,internal,paper_mill
10.1155/2022/7969422,fusion,internal,paper_mill
10.1042/bsr20170109,fusion,internal,paper_mill
10.1155/2022/6958806,fusion,internal,paper_mill
10.1155/2021/7952922,fusion,internal,paper_mill
10.1155/2022/5450575,fusion,internal,paper_mill
10.1155/2022/3299336,fusion,internal,paper_mill
10.1155/2022/4237040,fusion,internal,paper_mill
10.1155/2022/5793912,fusion,internal,paper_mill
10.1155/2022/7587398,fusion,internal,paper_mill
10.1155/2022/4704107,fusion,internal,paper_mill
10.3892/ijo.2018.4647,fusion,internal,paper_mill
10.1155/2022/3877984,fusion,internal,paper_mill
10.1155/2022/7784921,fusion,internal,paper_mill
10.2147/ott.s233256,fusion,internal,paper_mill
10.1155/2022/9268206,fusion,internal,paper_mill
10.3892/or.2015.4406,fusion,internal,paper_mill
10.1016/j.omtn.2018.12.006,fusion,internal,paper_mill
10.3892/mmr.2017.6816,fusion,internal,paper_mill
10.1155/2023/5878402,fusion,internal,paper_mill
10.1080/21655979.2020.1754038,fusion,internal,paper_mill
10.1155/2022/2166605,fusion,internal,paper_mill
10.1155/2021/1221899,fusion,internal,paper_mill
10.1155/2022/3113857,fusion,internal,paper_mill
10.1155/2022/4094132,fusion,internal,paper_mill
10.1186/s12935-020-01636-7,fusion,internal,paper_mill
10.1186/s12885-018-5175-y,fusion,internal,paper_mill
10.3892/or.2016.5029,fusion,internal,paper_mill
10.18632/aging.103482,fusion,internal,paper_mill
10.1186/s13046-019-1239-3,fusion,internal,paper_mill
10.3892/mmr.2015.3757,fusion,internal,paper_mill
10.2147/ott.s213026,fusion,internal,paper_mill
10.1155/2022/9747880,fusion,internal,paper_mill
10.1155/2022/3436631,fusion,internal,paper_mill
10.1155/2022/7979523,fusion,internal,paper_mill
10.1155/2020/9825073,fusion,internal,paper_mill
10.1155/2022/8126672,fusion,internal,paper_mill
10.3892/ol.2020.11296,fusion,internal,paper_mill
10.1038/onc.2017.247,fusion,internal,control
10.1002/ijc.33902,fusion,internal,control
10.1017/s0007114511004934,fusion,internal,control
10.1371/journal.pone.0079926,fusion,internal,control
10.1038/s41591-023-02640-w,fusion,internal,control
10.1038/onc.2013.398,fusion,internal,control
10.1038/s41388-022-02263-4,fusion,internal,control
10.1038/onc.2012.60,fusion,internal,control
10.3390/ijms21020386,fusion,internal,control
10.1038/onc.2014.280,fusion,internal,control
10.1038/s41598-017-10717-z,fusion,internal,control
10.18632/oncotarget.7119,fusion,internal,control
10.1007/s10151-017-1637-5,fusion,internal,control
10.1177/0269216319825972,fusion,internal,control
10.1371/journal.pone.0108049,fusion,internal,control
10.1158/1055-9965.epi-21-0508,fusion,internal,control
10.1371/journal.pone.0049275,fusion,internal,control
10.1038/onc.2011.383,fusion,internal,control
10.1002/adhm.202301137,fusion,internal,control
10.1038/s41388-019-0692-y,fusion,internal,control
10.3748/wjg.v23.i7.1171,fusion,internal,control
10.1038/s41388-021-01740-6,fusion,internal,control
10.1038/onc.2009.402,fusion,internal,control
10.1038/onc.2014.366,fusion,internal,control
10.1038/s41598-021-02391-z,fusion,internal,control
10.3390/cancers11101576,fusion,internal,control
10.3389/fmicb.2018.00983,fusion,internal,control
10.1186/s12885-022-10058-9,fusion,internal,control
10.1155/2018/5912394,fusion,internal,control
10.1371/journal.pone.0189300,fusion,internal,control
10.1038/oncsis.2014.12,fusion,internal,control
10.1371/journal.pone.0047045,fusion,internal,control
10.1038/sj.emboj.7600969,fusion,internal,control
10.1038/s41591-018-0022-x,fusion,internal,control
10.1038/onc.2013.473,fusion,internal,control
10.1371/journal.pone.0116384,fusion,internal,control
10.1038/s41419-021-04231-4,fusion,internal,control
10.1038/s41388-024-03028-x,fusion,internal,control
10.1002/jcsm.12440,fusion,internal,control
10.1186/s12885-024-13236-z,fusion,internal,control
10.1080/2162402x.2022.2111906,fusion,internal,control
10.1371/journal.pone.0066128,fusion,internal,control
10.1007/s11239-016-1411-y,fusion,internal,control
10.1186/s12885-019-6485-4,fusion,internal,control
10.1038/onc.2013.363,fusion,internal,control
10.1054/bjoc.2000.1655,fusion,internal,control
10.1186/s12894-019-0539-4,fusion,internal,control
10.1155/2013/376123,fusion,internal,control
10.1016/j.cell.2017.09.042,fusion,internal,control
10.1371/journal.pone.0155242,fusion,internal,control
10.1038/sj.bjc.6604834,fusion,internal,control
10.1016/j.cell.2018.03.022,fusion,internal,control
10.1038/onc.2013.173,fusion,internal,control
10.1038/srep05574,fusion,internal,control
10.1186/bcr3242,fusion,internal,control
10.1186/bcr3042,fusion,internal,control
10.1186/1471-2407-13-9,fusion,internal,control
10.1136/bmjopen-2021-052121,fusion,internal,control
10.1097/cej.0000000000000311,fusion,internal,control
10.1038/srep15659,fusion,internal,control
10.1371/journal.pone.0308254,fusion,internal,control
10.1248/cpb.59.266,fusion,internal,control
10.1038/onc.2016.90,fusion,internal,control
10.1038/onc.2016.337,fusion,internal,control
10.1016/j.tranon.2020.100793,fusion,internal,control
10.1038/onc.2014.157,fusion,internal,control
10.1038/s41388-024-03166-2,fusion,internal,control
10.1038/s41388-018-0204-5,fusion,internal,control
10.1016/j.ccell.2021.06.002,fusion,internal,control
10.1038/onc.2016.60,fusion,internal,control
10.1038/s41388-021-02020-z,fusion,internal,control
10.1038/onc.2011.431,fusion,internal,control
10.1038/s41591-022-01937-6,fusion,internal,control
10.3324/haematol.2016.152025,fusion,internal,control
10.1002/acm2.14044,fusion,internal,control
10.1016/j.ccr.2007.11.014,fusion,internal,control
10.1093/fampra/cmac147,fusion,internal,control
10.1007/s00520-022-07359-x,fusion,internal,control
10.1038/onc.2013.589,fusion,internal,control
10.15252/embj.2022112806,fusion,internal,control
10.1038/s41388-024-03210-1,fusion,internal,control
10.1158/2767-9764.crc-21-0100,fusion,internal,control
10.1038/s41388-021-02039-2,fusion,internal,control
10.1371/journal.pone.0219206,fusion,internal,control
10.1371/journal.pone.0273711,fusion,internal,control
10.1038/onc.2015.319,fusion,internal,control
10.1038/nm.4038,fusion,internal,control
10.15252/embj.2019102147,fusion,internal,control
10.1371/journal.pone.0121398,fusion,internal,control
10.1016/j.tranon.2018.08.003,fusion,internal,control
10.1038/s41388-022-02209-w,fusion,internal,control
10.1038/s41388-020-01570-y,fusion,internal,control
10.3390/ijms19113303,fusion,internal,control
10.1038/sj.bjc.6604964,fusion,internal,control
10.1002/bjs5.50324,fusion,internal,control
10.1038/srep01675,fusion,internal,control
10.1186/s13148-014-0036-2,fusion,internal,control
10.1038/onc.2014.298,fusion,internal,control
10.1017/erm.2013.16,fusion,internal,control
10.3390/ijms161226089,fusion,internal,control
10.18632/oncotarget.7027,fusion,internal,control
10.1186/s12871-023-01988-3,fusion,internal,control
10.18632/oncotarget.9960,fusion,internal,control
10.1038/s41388-019-0700-2,fusion,internal,control
10.1038/onc.2013.415,fusion,internal,control
10.1038/s44318-024-00309-9,fusion,internal,control
10.1038/onc.2014.436,fusion,internal,control
10.1177/2050312117727444,fusion,internal,control
10.1186/s13058-024-01840-7,fusion,internal,control
10.1002/ijc.33963,fusion,internal,control
10.1038/onc.2016.389,fusion,internal,control
10.1038/s41388-018-0295-z,fusion,internal,control
10.1038/onc.2012.620,fusion,internal,control
10.1038/onc.2010.17,fusion,internal,control
10.1186/1471-2407-8-146,fusion,internal,control
10.1038/s41598-019-53509-3,fusion,internal,control
10.1371/journal.pone.0061901,fusion,internal,control
10.15252/embj.2022110620,fusion,internal,control
10.1038/onc.2015.470,fusion,internal,control
10.1038/s41419-024-07067-w,fusion,internal,control
10.1038/s41388-021-01787-5,fusion,internal,control
10.1002/bco2.474,fusion,internal,control
10.1038/onc.2011.371,fusion,internal,control
10.1038/onc.2014.97,fusion,internal,control
10.1186/s12885-021-09007-9,fusion,internal,control
10.1038/s41598-021-95007-5,fusion,internal,control
10.1186/1471-2407-13-408,fusion,internal,control
10.1038/s41388-021-01824-3,fusion,internal,control
10.1038/s41388-018-0652-y,fusion,internal,control
10.2340/17453674.2022.2044,fusion,internal,control
10.1038/s41388-021-02148-y,fusion,internal,control
10.1186/s13046-019-1256-2,fusion,internal,control
10.2147/tcrm.s251668,fusion,internal,control
10.1038/ncomms6917,fusion,internal,control
10.1016/j.cell.2015.04.042,fusion,internal,control
10.1371/journal.pmed.0030168,fusion,internal,control
10.1371/journal.pmed.1003178,fusion,internal,control
10.1002/emmm.201201569,fusion,internal,control
10.1136/bmjopen-2024-083895,fusion,internal,control
10.1038/sj.bjc.6604975,fusion,internal,control
10.1038/onc.2015.326,fusion,internal,control
10.1186/s12910-020-0447-x,fusion,internal,control
10.1038/onc.2013.493,fusion,internal,control
10.3390/cancers13184593,fusion,internal,control
10.2337/dc11-1449,fusion,internal,control
10.1038/onc.2012.260,fusion,internal,control
10.1038/s41388-019-1137-3,fusion,internal,control
10.1038/onc.2011.54,fusion,internal,control
10.1038/s41388-024-03091-4,fusion,internal,control
10.1038/onc.2016.424,fusion,internal,control
10.1177/1534735417716302,fusion,internal,control
10.1097/hs9.0000000000000785,fusion,internal,control
10.1038/onc.2014.211,fusion,internal,control
10.1038/s41388-020-01507-5,fusion,internal,control
10.1186/s12929-020-00644-z,fusion,internal,control
10.1038/onc.2011.486,fusion,internal,control
10.1038/onc.2013.332,fusion,internal,control
10.1038/onc.2015.345,fusion,internal,control
10.1186/1472-6890-14-38,fusion,internal,control
10.1016/j.ccell.2015.04.017,fusion,internal,control
10.1007/s00520-010-1051-2,fusion,internal,control
10.1038/sj.emboj.7601691,fusion,internal,control
10.1038/onc.2011.573,fusion,internal,control
10.1038/onc.2015.163,fusion,internal,control
10.1093/nar/gkz964,fusion,internal,control
10.1038/s41467-018-06178-1,fusion,internal,control
10.3390/cells11101639,fusion,internal,control
10.1371/journal.pone.0210465,fusion,internal,control
10.1038/sj.bjc.6603214,fusion,internal,control
10.18632/oncotarget.3481,fusion,internal,control
10.1186/bcr1140,fusion,internal,control
10.1002/cam4.1499,fusion,internal,control
10.1038/s41388-017-0042-x,fusion,internal,control
10.7150/jca.15703,fusion,internal,control
10.1016/j.molcel.2022.02.007,fusion,internal,control
10.1038/s41586-023-06102-8,fusion,internal,control
10.1186/s12929-019-0602-1,fusion,internal,control
10.21037/tau-22-78,fusion,internal,control
10.3892/or.2013.2673,fusion,internal,control
10.1002/bco2.190,fusion,internal,control
10.1038/s41388-021-01779-5,fusion,internal,control
10.1038/s41388-021-01724-6,fusion,internal,control
10.3892/ijo.2011.1194,fusion,internal,control
10.1038/onc.2014.282,fusion,internal,control
10.1186/2191-219x-1-18,fusion,internal,control
10.2967/jnumed.111.094771,fusion,internal,control
10.1038/onc.2015.38,fusion,internal,control
10.1016/j.breast.2021.06.012,fusion,internal,control
10.1371/journal.pone.0031055,fusion,internal,control
10.1186/s12913-024-11275-7,fusion,internal,control
10.1177/15330338231192902,fusion,internal,control
10.3390/ijms18071353,fusion,internal,control
10.1371/journal.pone.0101579,fusion,internal,control
10.1038/s41598-019-43740-3,fusion,internal,control
10.1038/onc.2010.586,fusion,internal,control
10.1038/onc.2012.1,fusion,internal,control
10.1038/s41388-022-02221-0,fusion,internal,control
10.1186/1742-4682-11-21,fusion,internal,control
10.3390/cancers16040709,fusion,internal,control
10.3892/ol.2020.11746,fusion,internal,control
10.1038/s41591-023-02601-3,fusion,internal,control
10.3390/cancers13164057,fusion,internal,control
10.1038/s41467-020-18244-8,fusion,internal,control
10.1038/s41388-018-0531-6,fusion,internal,control
10.1038/onc.2015.473,fusion,internal,control
10.1038/s41598-021-83102-6,fusion,internal,control
10.1016/j.cell.2018.12.038,fusion,internal,control
10.3390/cancers10080272,fusion,internal,control
10.1038/onc.2013.515,fusion,internal,control
10.1038/s41598-020-77322-5,fusion,internal,control
10.1038/onc.2014.25,fusion,internal,control
10.1038/bjc.2014.250,fusion,internal,control
10.3390/molecules18066584,fusion,internal,control
10.1038/s41591-022-02170-x,fusion,internal,control
10.1038/onc.2010.274,fusion,internal,control
10.1038/s41388-017-0026-x,fusion,internal,control
10.1038/s41388-023-02705-7,fusion,internal,control
10.3892/ijo.2014.2424,fusion,internal,control
10.1038/onc.2016.75,fusion,internal,control
10.3390/cancers13153891,fusion,internal,control
10.1038/onc.2013.585,fusion,internal,control
10.1186/s12937-015-0081-5,fusion,internal,control
10.1016/j.cell.2018.03.057,fusion,internal,control
10.1186/1471-2407-12-611,fusion,internal,control
