doi,pmid,pmcid,label,source,journal,country,pub_year
10.1016/j.eururo.2006.12.012,17178188,,control,openalex,European Urology,Norway,2006
10.6004/jnccn.2022.5018,,,control,openalex,Journal of the National Comprehensive Cancer Network,Finland,2022
10.1002/gcc.22180,24801985,,control,openalex,Genes Chromosomes and Cancer,Sweden,2014
10.1007/s12020-019-02035-3,31399912,,control,openalex,Endocrine,Sweden,2019
10.1016/j.jcpo.2016.11.001,,,control,openalex,Journal of Cancer Policy,Sweden,2016
10.1136/jmg.39.1.30,11826021,,control,openalex,Journal of Medical Genetics,Norway,2002
10.1016/j.phro.2019.02.001,33458425,,control,openalex,Physics and Imaging in Radiation Oncology,Sweden,2019
10.1016/s1470-2045(21)00379-x,34224670,,control,openalex,The Lancet Oncology,Sweden,2021
10.3390/ijms24087493,37108657,,control,openalex,International Journal of Molecular Sciences,Norway,2023
10.1007/s00018-016-2158-5,26883802,,control,openalex,Cellular and Molecular Life Sciences,Finland,2016
10.1186/s12885-018-4021-6,29433456,,control,openalex,BMC Cancer,Sweden,2018
10.1038/s43018-024-00808-y,39152226,,control,openalex,Nature Cancer,Sweden,2024
10.1002/ijc.28265,23661597,,control,openalex,International Journal of Cancer,Sweden,2013
10.1016/j.jmir.2019.11.082,,,control,openalex,Journal of medical imaging and radiation sciences,Sweden,2019
10.1007/s12032-014-0290-3,25344268,,control,openalex,Medical Oncology,Sweden,2014
10.1038/bjc.2011.323,21934689,,control,openalex,British Journal of Cancer,Norway,2011
10.1002/pros.20473,17192959,,control,openalex,The Prostate,Sweden,2006
10.1096/fasebj.24.1_supplement.485.15,,,control,openalex,The FASEB Journal,Finland,2010
10.1016/j.ejso.2021.05.046,34116900,,control,openalex,European Journal of Surgical Oncology,Sweden,2021
10.1136/gutjnl-2013-304522,23426894,,control,openalex,Gut,Finland,2013
10.1016/j.ejso.2018.10.098,,,control,openalex,European Journal of Surgical Oncology,Finland,2019
10.3390/app10030750,,,control,openalex,Applied Sciences,Sweden,2020
10.1186/1741-7015-6-6,18279502,,control,openalex,BMC Medicine,Sweden,2008
10.4137/grsb.s562,19787078,,control,openalex,Gene Regulation and Systems Biology,Finland,2008
10.1158/2159-8290.cd-13-0350,24056683,,control,openalex,Cancer Discovery,Finland,2013
10.1093/ajcn/84.5.1171,17093171,,control,openalex,American Journal of Clinical Nutrition,Sweden,2006
10.1002/ijc.32195,30734284,,control,openalex,International Journal of Cancer,Norway,2019
10.1177/145749690309200409,14758919,,control,openalex,Scandinavian Journal of Surgery,Sweden,2003
10.1093/aje/kwab216,34379745,,control,openalex,American Journal of Epidemiology,Norway,2021
10.12688/f1000research.75922.1,,,control,openalex,F1000Research,Sweden,2022
10.1002/ejp.956,27739657,,control,openalex,European Journal of Pain,Norway,2016
10.1093/aje/152.12.1154,11130621,,control,openalex,American Journal of Epidemiology,Sweden,2000
10.3109/00365599.2012.669791,22452635,,control,openalex,Scandinavian Journal of Urology and Nephrology,Sweden,2012
10.1080/07853890410018934,15902845,,control,openalex,Annals of Medicine,Finland,2005
10.1002/jmri.26945,31588660,,control,openalex,Journal of Magnetic Resonance Imaging,Finland,2019
10.1002/bco2.190,36816150,,control,openalex,BJUI Compass,Norway,2022
10.1007/s00432-011-1127-5,22193422,,control,openalex,Journal of Cancer Research and Clinical Oncology,Sweden,2011
10.1080/0284186x.2016.1189095,27556916,,control,openalex,Acta Oncologica,Sweden,2016
10.3390/cancers12113477,33266504,,control,openalex,Cancers,Norway,2020
10.1007/s11136-018-2069-z,30511254,,control,openalex,Quality of Life Research,Finland,2018
10.1099/jmm.0.007302-0,19273648,,control,openalex,Journal of Medical Microbiology,Sweden,2009
10.1080/028418699431140,10427944,,control,openalex,Acta Oncologica,Sweden,1999
10.1002/jso.24117,26663236,,control,openalex,Journal of Surgical Oncology,Finland,2015
10.1371/journal.pone.0007133,19771160,,control,openalex,PLoS ONE,Sweden,2009
10.2147/ott.s70922,25565860,,control,openalex,OncoTargets and Therapy,Sweden,2014
10.1016/j.bjps.2024.08.063,39226714,,control,openalex,Journal of Plastic Reconstructive & Aesthetic Surgery,Finland,2024
10.1007/s00423-004-0514-7,15549371,,control,openalex,Langenbeck s Archives of Surgery,Finland,2004
10.1371/journal.ppat.0030140,17907806,,control,openalex,PLoS Pathogens,Finland,2007
10.1016/j.ygyno.2012.01.050,22307064,,control,openalex,Gynecologic Oncology,Norway,2012
10.1007/s00345-016-1952-x,27738804,,control,openalex,World Journal of Urology,Sweden,2016
10.1016/j.jpainsymman.2013.05.012,23916827,,control,openalex,Journal of Pain and Symptom Management,Sweden,2013
10.1016/j.bbalip.2012.12.005,23262399,,control,openalex,Biochimica et Biophysica Acta (BBA) - Molecular and Cell Biology of Lipids,Sweden,2012
10.1016/j.surg.2021.01.050,33707039,,control,openalex,Surgery,Sweden,2021
10.1007/s11548-019-01948-8,30891655,,control,openalex,International Journal of Computer Assisted Radiology and Surgery,Norway,2019
10.1080/02841860802325940,18759149,,control,openalex,Acta Oncologica,Finland,2008
10.1016/j.ijrobp.2008.01.063,18495376,,control,openalex,International Journal of Radiation Oncology*Biology*Physics,Sweden,2008
10.1016/j.ygyno.2012.10.015,23099104,,control,openalex,Gynecologic Oncology,Norway,2012
10.1371/journal.pone.0112839,25393237,,control,openalex,PLoS ONE,Sweden,2014
10.1002/pds.5329,34251721,,control,openalex,Pharmacoepidemiology and Drug Safety,Norway,2021
10.1002/pros.23443,29094381,,control,openalex,The Prostate,Sweden,2017
10.3892/ol.2020.11746,32724413,,control,openalex,Oncology Letters,Sweden,2020
10.1080/11024150201680005,12699095,,control,openalex,The European Journal of Surgery,Sweden,2002
10.1038/sj.bjc.6601498,14661044,,control,openalex,British Journal of Cancer,Finland,2003
10.3945/an.111.001032,22332092,,control,openalex,Advances in Nutrition,Norway,2011
10.34297/ajbsr.2021.13.001856,,,control,openalex,American Journal of Biomedical Science & Research,Norway,2021
10.1016/j.jsxm.2018.04.223,,,control,openalex,The Journal of Sexual Medicine,Sweden,2018
10.1016/j.annonc.2024.08.1999,,,control,openalex,Annals of Oncology,Norway,2024
10.1186/s12885-018-4676-z,,,control,openalex,BMC Cancer,Finland,2018
10.1097/dcr.0000000000003018,37493213,,control,openalex,Diseases of the Colon & Rectum,Norway,2023
10.1111/j.1365-2559.2012.04329.x,22963617,,control,openalex,Histopathology,Norway,2012
10.1016/j.jid.2021.08.272,,,control,openalex,Journal of Investigative Dermatology,Finland,2021
10.1136/thx.2009.125914,20388758,,control,openalex,Thorax,Sweden,2010
10.1249/01.mss.0000988832.55568.3c,,,control,openalex,Medicine & Science in Sports & Exercise,Finland,2023
10.1136/ijgc-2020-igcs.402,,,control,openalex,International Journal of Gynecological Cancer,Sweden,2020
10.1159/000281347,3188294,,control,openalex,Urologia Internationalis,Sweden,2010
10.1093/aje/kwj067,16443798,,control,openalex,American Journal of Epidemiology,Sweden,2006
10.3109/0284186x.2015.1133928,26878553,,control,openalex,Acta Oncologica,Sweden,2016
10.1186/s12885-024-12517-x,38914952,,control,openalex,BMC Cancer,Finland,2024
10.1038/icb.2009.35,19434071,,control,openalex,Immunology and Cell Biology,Sweden,2009
10.1080/02841860310020339,15068317,,control,openalex,Acta Oncologica,Sweden,2004
10.1186/s13027-021-00386-z,34158090,,control,openalex,Infectious Agents and Cancer,Norway,2021
10.1016/j.hpb.2019.10.764,,,control,openalex,HPB,Sweden,2019
10.1016/j.hpb.2023.07.265,,,control,openalex,HPB,Sweden,2023
10.1080/02841860701348670,17497318,,control,openalex,Acta Oncologica,Sweden,2007
10.1155/2022/9921575,36474966,,control,openalex,The Breast Journal,Finland,2022
10.1002/jmri.26772,31070842,,control,openalex,Journal of Magnetic Resonance Imaging,Norway,2019
10.1093/jnci/djw236,28376210,,control,openalex,JNCI Journal of the National Cancer Institute,Sweden,2017
10.1158/1055-9965.epi-08-0692,19064560,,control,openalex,Cancer Epidemiology Biomarkers & Prevention,Sweden,2008
10.1126/scitranslmed.adi2952,38748775,,control,openalex,Science Translational Medicine,Sweden,2024
10.1016/j.anndiagpath.2004.07.001,15494931,,control,openalex,Annals of Diagnostic Pathology,Sweden,2004
10.18103/mra.v10i4.2780,,,control,openalex,Medical Research Archives,Sweden,2022
10.1159/000226367,3088506,,control,openalex,Oncology,Norway,2009
10.1016/s0959-8049(12)71126-7,,,control,openalex,European Journal of Cancer,Finland,2012
10.1080/0284186x.2017.1406136,29191069,,control,openalex,Acta Oncologica,Sweden,2017
10.3389/fonc.2024.1383104,38863629,,control,openalex,Frontiers in Oncology,Norway,2024
10.1159/000052377,10575267,,control,openalex,European Urology,Sweden,2000
10.1158/1055-9965.epi-12-1351,23632818,,control,openalex,Cancer Epidemiology Biomarkers & Prevention,Norway,2013
10.1111/j.1463-1318.2004.00700.x,15606585,,control,openalex,Colorectal Disease,Norway,2004
10.7554/elife.61469,33226344,,control,openalex,eLife,Sweden,2020
10.1186/s13063-018-3083-8,30611296,,control,openalex,Trials,Sweden,2019
10.1007/s10654-012-9653-2,22350145,,control,openalex,European Journal of Epidemiology,Sweden,2012
10.1038/onc.2013.48,23474753,,control,openalex,Oncogene,Norway,2013
10.1016/j.jid.2022.09.480,,,control,openalex,Journal of Investigative Dermatology,Finland,2022
10.1007/s00330-015-3844-7,26002135,,control,openalex,European Radiology,Sweden,2015
10.1038/sj.bjc.6603126,16641897,,control,openalex,British Journal of Cancer,Sweden,2006
10.1080/028418501127346260,,,control,openalex,Acta Radiologica,Finland,2001
10.1186/1471-2407-13-1,23282137,,control,openalex,BMC Cancer,Sweden,2013
10.3390/cancers14030525,35158794,,control,openalex,Cancers,Finland,2022
10.1111/j.1600-0463.2012.02931.x,23030626,,control,openalex,Apmis,Finland,2012
10.1016/s0167-8140(01)00468-6,11937244,,control,openalex,Radiotherapy and Oncology,Norway,2002
10.1097/dcr.0000000000001567,32032138,,control,openalex,Diseases of the Colon & Rectum,Norway,2020
10.1177/0284185119900436,32036684,,control,openalex,Acta Radiologica,Sweden,2020
10.1038/s41598-022-16077-7,35831404,,control,openalex,Scientific Reports,Sweden,2022
10.1002/lary.30128,,,control,openalex,The Laryngoscope,Finland,2022
10.1007/s10911-024-09557-1,38416267,,control,openalex,Journal of Mammary Gland Biology and Neoplasia,Finland,2024
10.1158/1078-0432.ccr-06-0353,16857790,,control,openalex,Clinical Cancer Research,Finland,2006
10.7326/0003-4819-131-9-199911020-00004,10577327,,control,openalex,Annals of Internal Medicine,Sweden,1999
10.1186/1477-7525-11-96,23764269,,control,openalex,Health and Quality of Life Outcomes,Sweden,2013
10.1016/j.ejca.2014.10.025,25465187,,control,openalex,European Journal of Cancer,Sweden,2014
10.1016/j.prevetmed.2015.02.003,25732913,,control,openalex,Preventive Veterinary Medicine,Norway,2015
10.3109/00016489.2011.649146,22339663,,control,openalex,Acta Oto-Laryngologica,Sweden,2012
10.1196/annals.1371.008,17119240,,control,openalex,Annals of the New York Academy of Sciences,Finland,2006
10.1097/00054725-200207000-00004,12131609,,control,openalex,Inflammatory Bowel Diseases,Sweden,2002
10.1016/j.ejrad.2016.12.025,28189207,,control,openalex,European Journal of Radiology,Norway,2017
10.1097/ncc.0000000000000529,28731883,,control,openalex,Cancer Nursing,Norway,2017
10.1097/igc.0b013e31826fd607,23027039,,control,openalex,International Journal of Gynecological Cancer,Finland,2012
10.1038/mt.2010.58,20407426,,control,openalex,Molecular Therapy,Sweden,2010
10.1016/j.eujps.2010.06.001,,,control,openalex,European Journal of Pain Supplements,Norway,2010
10.1159/000074423,14654709,,control,openalex,Tumor Biology,Norway,2003
10.4081/ejh.2014.2227,24998916,,control,openalex,European Journal of Histochemistry,Sweden,2014
10.1016/j.euo.2019.08.002,31506250,,control,openalex,European Urology Oncology,Sweden,2019
10.1038/bjc.2015.108,25867262,,control,openalex,British Journal of Cancer,Norway,2015
10.1016/j.ejrad.2023.111049,37611442,,control,openalex,European Journal of Radiology,Finland,2023
10.1097/01.sla.0000098616.19622.af,14631214,,control,openalex,Annals of Surgery,Sweden,2003
10.1080/028418699431924,10418706,,control,openalex,Acta Oncologica,Sweden,1999
10.1097/01.ogx.0000287602.94652.56,,,control,openalex,Obstetrical & Gynecological Survey,Finland,2007
10.1016/s0959-8049(00)00448-2,11313172,,control,openalex,European Journal of Cancer,Finland,2001
10.1038/s41598-022-26391-9,36550267,,control,openalex,Scientific Reports,Sweden,2022
10.1016/s0090-4295(02)02166-0,12597955,,control,openalex,Urology,Finland,2003
10.1080/0284186x.2022.2062682,35435111,,control,openalex,Acta Oncologica,Finland,2022
10.1034/j.1399-0004.2000.570511.x,10852375,,control,openalex,Clinical Genetics,Sweden,2000
10.1111/pcmr.12599,28513992,,control,openalex,Pigment Cell & Melanoma Research,Norway,2017
10.1016/j.ygyno.2003.08.034,14675668,,control,openalex,Gynecologic Oncology,Finland,2003
10.1007/s00259-016-3449-7,27392615,,control,openalex,European Journal of Nuclear Medicine and Molecular Imaging,Sweden,2016
10.1002/cam4.5,23342259,,control,openalex,Cancer Medicine,Sweden,2012
10.1111/jan.12385,24617823,,control,openalex,Journal of Advanced Nursing,Sweden,2014
10.1530/erc-22-0247,37140987,,control,openalex,Endocrine Related Cancer,Finland,2023
10.1002/gcc.1129,11319803,,control,openalex,Genes Chromosomes and Cancer,Sweden,2001
10.3950/jibiinkoka.124.507,,,control,openalex,Nippon Jibiinkoka Gakkai Kaiho,Finland,2021
10.1016/j.ijrobp.2016.06.2190,,,control,openalex,International Journal of Radiation Oncology*Biology*Physics,Finland,2016
10.1158/1535-7163.mct-16-0026,27474147,,control,openalex,Molecular Cancer Therapeutics,Sweden,2016
10.1016/j.surg.2005.06.019,16364726,,control,openalex,Surgery,Sweden,2005
10.7326/m21-3770,34748373,,control,openalex,Annals of Internal Medicine,Norway,2021
10.1007/s10552-016-0737-2,27038166,,control,openalex,Cancer Causes & Control,Finland,2016
10.1002/uog.21885,31647145,,control,openalex,Ultrasound in Obstetrics and Gynecology,Sweden,2019
10.1080/0284186x.2018.1497296,30169991,,control,openalex,Acta Oncologica,Norway,2018
10.1034/j.1600-0463.2003.1110401.x,12780518,,control,openalex,Apmis,Finland,2003
10.1002/ijc.26084,21437898,,control,openalex,International Journal of Cancer,Sweden,2011
10.1016/j.ejca.2008.02.049,18394879,,control,openalex,European Journal of Cancer,Sweden,2008
10.1111/j.0001-6349.2004.00550.x,15315588,,control,openalex,Acta Obstetricia Et Gynecologica Scandinavica,Sweden,2004
10.5402/2012/691430,,,control,openalex,ISRN Pathology,Norway,2012
10.1016/j.canlet.2011.03.002,21458915,,control,openalex,Cancer Letters,Finland,2011
10.4236/jct.2013.41031,,,control,openalex,Journal of Cancer Therapy,Norway,2013
10.1016/j.molmet.2020.101046,32599075,,control,openalex,Molecular Metabolism,Finland,2020
10.1200/jco.2005.08.557,16172455,,control,openalex,Journal of Clinical Oncology,Sweden,2005
10.1016/j.hpb.2016.01.189,,,control,openalex,HPB,Norway,2016
10.1016/j.bbcan.2010.01.003,20085802,,control,openalex,Biochimica et Biophysica Acta (BBA) - Reviews on Cancer,Sweden,2010
10.1016/j.ccell.2017.08.002,28867147,,control,openalex,Cancer Cell,United States,2017
10.1016/j.cell.2017.08.010,28841414,,control,openalex,Cell,United States,2017
10.1016/j.ccr.2009.08.013,19732718,,control,openalex,Cancer Cell,United States,2009
10.1093/emboj/20.13.3402,11432828,,control,openalex,The EMBO Journal,United States,2001
10.1016/j.cell.2020.09.052,33064985,,control,openalex,Cell,United States,2020
10.1016/j.cell.2018.03.073,29754820,,control,openalex,Cell,Canada,2018
10.1016/j.ccr.2004.11.021,15652747,,control,openalex,Cancer Cell,Japan,2005
10.1016/j.ccell.2015.10.007,26555171,,control,openalex,Cancer Cell,Germany,2015
10.1016/j.cell.2014.05.051,25083869,,control,openalex,Cell,United States,2014
10.1016/j.cell.2009.09.002,19766556,,control,openalex,Cell,United States,2009
10.1016/j.molcel.2016.11.023,27912096,,control,openalex,Molecular Cell,United States,2016
10.1016/j.cell.2009.01.020,19217150,,control,openalex,Cell,Belgium,2009
10.1016/s1535-6108(02)00123-x,12242155,,control,openalex,Cancer Cell,United States,2002
10.1016/j.ccell.2022.10.022,36400018,,control,openalex,Cancer Cell,United States,2022
10.1016/j.molcel.2013.02.018,23523371,,control,openalex,Molecular Cell,United States,2013
10.1016/j.ccell.2022.02.012,35219358,,control,openalex,Cancer Cell,United States,2022
10.15252/embj.2019102361,31613024,,control,openalex,The EMBO Journal,United Kingdom,2019
10.1016/s1535-6108(03)00337-4,14749121,,control,openalex,Cancer Cell,United States,2004
10.1016/j.cell.2006.06.008,16814714,,control,openalex,Cell,United States,2006
10.1016/j.ccr.2011.06.019,21741594,,control,openalex,Cancer Cell,United States,2011
10.1016/j.cell.2021.04.016,33964209,,control,openalex,Cell,United States,2021
10.1016/s1535-6108(02)00037-5,12086867,,control,openalex,Cancer Cell,United States,2002
10.1016/j.ccr.2013.10.001,24135278,,control,openalex,Cancer Cell,United States,2013
10.15252/embj.201489975,25759215,,control,openalex,The EMBO Journal,Spain,2015
10.1016/j.ccr.2010.05.024,20609350,,control,openalex,Cancer Cell,United States,2010
10.1016/j.ccell.2015.06.012,26175412,,control,openalex,Cancer Cell,Netherlands,2015
10.1038/emboj.2011.132,21593728,,control,openalex,The EMBO Journal,United States,2011
10.1016/s1535-6108(03)00215-0,14522255,,control,openalex,Cancer Cell,United States,2003
10.1016/j.ccr.2013.03.022,23680148,,control,openalex,Cancer Cell,Israel,2013
10.1016/j.ccell.2021.09.012,34678152,,control,openalex,Cancer Cell,United States,2021
10.1016/j.ccr.2013.01.009,23410967,,control,openalex,Cancer Cell,United Kingdom,2013
10.1016/j.ccr.2009.10.015,19962667,,control,openalex,Cancer Cell,United States,2009
10.1016/j.ccr.2012.02.008,22439932,,control,openalex,Cancer Cell,Japan,2012
10.1016/j.ccell.2019.04.001,31085174,,control,openalex,Cancer Cell,Austria,2019
10.1016/j.ccr.2007.06.013,17692807,,control,openalex,Cancer Cell,United States,2007
10.1016/j.cell.2013.01.034,23415223,,control,openalex,Cell,United States,2013
10.1093/emboj/19.5.931,10698935,,control,openalex,The EMBO Journal,Australia,2000
10.15252/embj.2022113068,36477891,,control,openalex,The EMBO Journal,United States,2022
10.1016/j.cell.2020.10.036,33212010,,control,openalex,Cell,United States,2020
10.1016/j.cell.2023.06.020,37490916,,control,openalex,Cell,United Kingdom,2023
10.1016/j.ccell.2016.12.007,28073002,,control,openalex,Cancer Cell,United States,2017
10.1016/j.cell.2014.08.007,25259922,,control,openalex,Cell,United States,2014
10.1016/j.ccell.2017.02.009,28292436,,control,openalex,Cancer Cell,Canada,2017
10.1016/j.ccr.2004.05.029,15193256,,control,openalex,Cancer Cell,United States,2004
10.1016/j.ccell.2018.11.009,30645969,,control,openalex,Cancer Cell,United States,2019
10.1016/j.ccell.2020.11.014,33321083,,control,openalex,Cancer Cell,United States,2020
10.1016/j.ccell.2023.04.008,37146605,,control,openalex,Cancer Cell,United States,2023
10.1016/j.ccell.2020.11.002,33220180,,control,openalex,Cancer Cell,United Kingdom,2020
10.1016/j.cell.2012.02.053,22500798,,control,openalex,Cell,United States,2012
10.1016/j.ccell.2018.01.014,29438688,,control,openalex,Cancer Cell,United States,2018
10.1016/j.ccell.2019.05.007,31185209,,control,openalex,Cancer Cell,Netherlands,2019
10.1016/j.ccell.2019.02.010,30930118,,control,openalex,Cancer Cell,Australia,2019
10.1016/j.ccell.2018.03.006,29622465,,control,openalex,Cancer Cell,United States,2018
10.1016/j.ccr.2013.05.013,23763994,,control,openalex,Cancer Cell,United States,2013
10.1016/j.cell.2011.12.028,22341440,,control,openalex,Cell,United States,2012
10.1016/j.ccell.2022.04.011,35523176,,control,openalex,Cancer Cell,United States,2022
10.1016/j.cell.2012.08.024,22980976,,control,openalex,Cell,United States,2012
10.1016/j.ccr.2014.07.013,25117706,,control,openalex,Cancer Cell,Canada,2014
10.1016/j.ccell.2017.02.017,28344039,,control,openalex,Cancer Cell,United States,2017
10.1016/j.ccell.2019.08.014,,,control,openalex,Cancer Cell,,2019
10.1016/j.ccr.2004.08.032,15488760,,control,openalex,Cancer Cell,United States,2004
10.1016/j.ccell.2016.07.003,,,control,openalex,Cancer Cell,,2016
10.1016/j.cell.2016.07.007,27499020,,control,openalex,Cell,United States,2016
10.1016/j.ccr.2011.11.001,22094248,,control,openalex,Cancer Cell,United States,2011
10.1038/sj.emboj.7600598,15775986,,control,openalex,The EMBO Journal,Spain,2005
10.1016/j.cell.2022.06.035,35835100,,control,openalex,Cell,United States,2022
10.1016/j.ccell.2021.01.001,33476581,,control,openalex,Cancer Cell,United Kingdom,2021
10.1093/emboj/20.4.672,11179212,,control,openalex,The EMBO Journal,Switzerland,2001
10.1016/j.ccell.2015.08.008,26373272,,control,openalex,Cancer Cell,Germany,2015
10.1016/j.molcel.2023.05.014,37267902,,control,openalex,Molecular Cell,United States,2023
10.1016/j.ccell.2020.09.003,32946774,,control,openalex,Cancer Cell,United States,2020
10.15252/embj.201693999,26893390,,control,openalex,The EMBO Journal,Spain,2016
10.1016/j.ccr.2012.06.010,22789532,,control,openalex,Cancer Cell,United States,2012
10.1016/j.ccell.2023.12.016,38215750,,control,openalex,Cancer Cell,United Kingdom,2024
10.1016/j.ccr.2005.10.014,16286246,,control,openalex,Cancer Cell,United States,2005
10.1016/j.ccr.2009.06.008,19647225,,control,openalex,Cancer Cell,Austria,2009
10.1038/emboj.2012.316,23188084,,control,openalex,The EMBO Journal,Canada,2012
10.1016/j.molcel.2008.09.011,18851829,,control,openalex,Molecular Cell,United States,2008
10.1016/j.ccell.2023.05.006,37267954,,control,openalex,Cancer Cell,United States,2023
10.1016/j.ccr.2013.08.013,24029231,,control,openalex,Cancer Cell,France,2013
10.1016/j.ccell.2015.02.007,25759023,,control,openalex,Cancer Cell,Spain,2015
10.1016/j.cell.2006.10.020,17081965,,control,openalex,Cell,United Kingdom,2006
10.1016/j.molcel.2016.02.011,26942671,,control,openalex,Molecular Cell,United States,2016
10.1016/j.ccell.2014.09.019,25517749,,control,openalex,Cancer Cell,United States,2014
10.1016/j.ccr.2014.06.004,25026210,,control,openalex,Cancer Cell,United States,2014
10.1016/j.ccr.2006.06.012,16843261,,control,openalex,Cancer Cell,Switzerland,2006
10.1016/j.ccell.2024.05.023,38906154,,control,openalex,Cancer Cell,Canada,2024
10.1016/j.cell.2021.11.030,34942100,,control,openalex,Cell,United States,2021
10.1016/j.ccell.2022.06.006,35820397,,control,openalex,Cancer Cell,United States,2022
10.1016/j.cell.2015.08.005,26317460,,control,openalex,Cell,United States,2015
10.1016/j.ccr.2006.10.011,17097556,,control,openalex,Cancer Cell,United States,2006
10.1016/j.ccr.2006.10.002,17097558,,control,openalex,Cancer Cell,United States,2006
10.1016/s1097-2765(03)00431-3,14636574,,control,openalex,Molecular Cell,United States,2003
10.1016/j.ccell.2017.05.001,,,control,openalex,Cancer Cell,,2017
10.1016/j.cell.2012.03.007,,,control,openalex,Cell,,2012
10.1016/j.cell.2009.05.038,19524500,,control,openalex,Cell,United States,2009
10.1016/j.ccell.2015.08.010,26373273,,control,openalex,Cancer Cell,Canada,2015
10.1016/j.molcel.2021.12.001,34965379,,control,openalex,Molecular Cell,France,2021
10.15252/embj.2022111961,36574362,,control,openalex,The EMBO Journal,France,2022
10.1016/j.cell.2010.01.029,20178741,,control,openalex,Cell,United States,2010
10.1016/j.ccell.2018.02.003,29533787,,control,openalex,Cancer Cell,United States,2018
10.1016/j.cell.2014.12.018,25601461,,control,openalex,Cell,United States,2015
10.1016/j.ccell.2018.04.006,29763617,,control,openalex,Cancer Cell,Israel,2018
10.1038/s44318-024-00271-6,39420093,,control,openalex,The EMBO Journal,Australia,2024
10.1016/j.ccell.2018.02.013,29533779,,control,openalex,Cancer Cell,France,2018
10.1016/j.ccell.2018.01.011,29455927,,control,openalex,Cancer Cell,France,2018
10.1016/j.cell.2008.07.001,18662538,,control,openalex,Cell,United States,2008
10.1016/j.ccell.2021.02.018,33740422,,control,openalex,Cancer Cell,United States,2021
10.1016/j.ccell.2021.11.005,34906314,,control,openalex,Cancer Cell,United States,2021
10.1016/j.cell.2009.03.028,19345184,,control,openalex,Cell,United States,2009
10.1016/j.ccell.2015.07.006,26267538,,control,openalex,Cancer Cell,Italy,2015
10.1016/j.ccr.2009.02.003,,,control,openalex,Cancer Cell,,2009
10.1016/j.ccr.2007.01.007,,,control,openalex,Cancer Cell,,2007
10.1016/j.cell.2023.11.005,38065081,,control,openalex,Cell,United Kingdom,2023
10.1016/s0092-8674(01)00365-8,11371340,,control,openalex,Cell,United Kingdom,2001
10.1016/j.ccell.2017.07.008,,,control,openalex,Cancer Cell,,2017
10.1016/j.ccell.2016.05.014,27300431,,control,openalex,Cancer Cell,United States,2016
10.1016/j.ccr.2006.01.021,16473275,,control,openalex,Cancer Cell,United States,2006
10.1016/j.ccr.2010.08.016,20832747,,control,openalex,Cancer Cell,United States,2010
10.1016/j.ccr.2004.09.007,15380512,,control,openalex,Cancer Cell,United States,2004
10.1016/s1535-6108(04)00033-9,14998488,,control,openalex,Cancer Cell,Japan,2004
10.1016/j.cell.2006.05.030,16814713,,control,openalex,Cell,United States,2006
10.1016/j.ccr.2012.08.004,22975380,,control,openalex,Cancer Cell,Germany,2012
10.1016/s0092-8674(02)01014-0,12408868,,control,openalex,Cell,Netherlands,2002
10.1016/j.ccr.2010.10.015,21056012,,control,openalex,Cancer Cell,United Kingdom,2010
10.1016/j.ccell.2016.01.012,,,control,openalex,Cancer Cell,,2016
10.1016/s1535-6108(02)00081-8,12124171,,control,openalex,Cancer Cell,United States,2002
10.1016/j.cell.2011.03.019,21458665,,control,openalex,Cell,United States,2011
10.1016/s1535-6108(03)00246-0,14585350,,control,openalex,Cancer Cell,United States,2003
10.1016/j.molcel.2014.05.015,24905005,,control,openalex,Molecular Cell,United States,2014
10.1016/j.ccr.2009.08.009,,,control,openalex,Cancer Cell,,2009
10.1016/j.ccr.2009.09.019,19800572,,control,openalex,Cancer Cell,United States,2009
10.1016/j.ccr.2009.11.014,19962661,,control,openalex,Cancer Cell,United States,2009
10.1016/j.ccell.2024.02.001,38428410,,control,openalex,Cancer Cell,United States,2024
10.1016/j.ccell.2021.06.009,34214473,,control,openalex,Cancer Cell,Switzerland,2021
10.1016/j.cell.2007.04.034,17570480,,control,openalex,Cell,United States,2007
10.1016/j.cell.2021.05.021,34081922,,control,openalex,Cell,United Kingdom,2021
10.1016/j.ccr.2006.03.026,16616330,,control,openalex,Cancer Cell,Singapore,2006
10.1016/s1535-6108(02)00088-0,12150817,,control,openalex,Cancer Cell,United States,2002
10.1016/j.ccr.2005.07.009,16169465,,control,openalex,Cancer Cell,United States,2005
10.1016/j.ccell.2023.09.003,37816332,,control,openalex,Cancer Cell,United States,2023
10.1016/j.ccell.2014.12.011,,,control,openalex,Cancer Cell,,2015
10.1016/s1535-6108(03)00132-6,12842083,,control,openalex,Cancer Cell,United States,2003
10.1038/sj.emboj.7601583,17304214,,control,openalex,The EMBO Journal,United Kingdom,2007
10.1016/j.ccell.2022.01.006,35148814,,control,openalex,Cancer Cell,United States,2022
10.1016/j.ccell.2015.01.001,25670078,,control,openalex,Cancer Cell,United States,2015
10.1016/s1535-6108(02)00054-5,12086850,,control,openalex,Cancer Cell,United States,2002
10.1016/j.cell.2017.01.003,28187273,,control,openalex,Cell,United States,2017
10.1016/j.ccell.2022.10.010,36332623,,control,openalex,Cancer Cell,Australia,2022
10.15252/embj.2021108175,33821503,,control,openalex,The EMBO Journal,France,2021
10.1016/j.ccr.2014.04.027,24981741,,control,openalex,Cancer Cell,United States,2014
10.1016/s1097-2765(03)00223-5,12887889,,control,openalex,Molecular Cell,United Kingdom,2003
